file,line,original,replacement,compiles,modifies,type,signature
./data/AddExpression.java,158,buffer,bufferSB,False,True,UNKNOWN,
./data/AddExpression.java,160,buffer,"""""",False,True,VR,
./data/AddExpression.java,167,type.isType(TC_CLASS),"type.isType(""java.lang.class"")",False,True,VR,
./data/AddExpression.java,167,!type.isType(TC_CLASS),type.isType(NO_TYPE),False,True,UNKNOWN,
./data/AddExpression.java,169,type.inMask(TM_INTEGER),!type.inMask(TM_INTEGER),True,True,OR,7e6c8f1779534fab376b9444efc90d39
./data/AddExpression.java,169,type.inMask(TM_INTEGER),!type.contains(TM_INTEGER),False,True,UNKNOWN,
./data/AddExpression.java,170,left.equals(0),left == 0,False,True,UNKNOWN,
./data/AddExpression.java,170,left.equals(0),left != 0,False,True,UNKNOWN,
./data/AddExpression.java,170,(left == 0),(left != 0),True,False,OR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,170,left.equals(0),Integer.parseInt(left) == 0,False,True,UNKNOWN,
./data/AddExpression.java,171,left,right,True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,173,right.equals(0),right == 0,False,True,UNKNOWN,
./data/AddExpression.java,173,<FAILED>,<FAILED>,True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,173,ObjectHelper.isNull(right),ObjectHelper.isEmpty(right),True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,173,"""0"".equals(right);",true,True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,174,left,right,True,True,UNKNOWN,3a8f1e9751977695d1b2c5a51d9b4ab0
./data/AddExpression.java,177,) right.type.isType(TC_NULL)(,)},True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,177,right.type.isType(TC_NULL),right.type == TC_NULL,False,True,UNKNOWN,
./data/AddExpression.java,178,"""null""",null,True,True,UNKNOWN,6dbb618eada5d9ccdfff112d72a7ca2e
./data/AddExpression.java,179,}},else if (left.type.isType(TC_NULL)) {{,True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,179,<FAILED>,<FAILED>,True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,180,"new StringExpression(left.where, ""null"")",new StringExpression(left.where),False,True,UNKNOWN,
./data/AddExpression.java,182,this,null,True,True,UNKNOWN,06768cf60cee0b9170626bb45b2ce023
./data/AddExpression.java,189,12,1,True,True,VR,bd9c11b493d6649240b6102c72f0ccc2
./data/AddExpression.java,189,type.isType(TC_CLASS) ? 12 : 1,12,True,True,VR,83285a0b4129bb99c783c24882d61c27
./data/AddExpression.java,189,type.isType(TC_CLASS) ? 12 : 1,1 == type.getType() ? 12 : 1,False,True,UNKNOWN,
./data/AddExpression.java,189,type.isType(TC_CLASS) ? 12 : 1,(type.isType(TC_CLASS) ? 12 : 1),True,True,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,189,type.isType(TC_CLASS) ? 12 : 1,type.isType(TC_CLASS) ? 15 : -2,True,True,UNKNOWN,ed000836e735b7199afb645bf2258390
./data/AddExpression.java,189,return 12,type.isType(TC_CLASS) ? 12 : 1,True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,189,12,1,True,True,VR,bd9c11b493d6649240b6102c72f0ccc2
./data/AddExpression.java,189,type.isType(TC_CLASS),!type.isType(TC_CLASS),True,True,OR,343eac71c0c657e9247da2923242bf1c
./data/AddExpression.java,189,return (1),return (12),True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,189,type.isType(TC_CLASS) ? 12 : 1,type.isType(TC_CLASS) ? 12 : 1,True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,189,type.isType(TC_CLASS) ? 12 : 1,(type.isType(TC_CLASS) ? 12 : 1),True,True,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,189,(type.isType(TC_CLASS) ? 12 : 1),1,True,True,VR,400b4cd52ec828df9792163d69234870
./data/AddExpression.java,189,(((type.isType(TC_CLASS)) ? 12 : 1)),1,True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,189,type.isType(TC_CLASS) ? 12 : 1,(type.isType(TC_CLASS) ? 4 : 1),True,True,UNKNOWN,9fa904bd18adc38184d9bc081f89bf6e
./data/AddExpression.java,198,opc_iadd,opc_iadd + type.getTypeCodeOffset(),True,True,UNKNOWN,15afbe7cd09fe563b9e0db253f61105b
./data/AddExpression.java,198,asm,cw,False,True,UNKNOWN,
./data/AddExpression.java,198,type.getTypeCodeOffset(),type.getTypeCodeOffset(),True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,198,"asm.add(where, opc_iadd + type.getTypeCodeOffset())","asm.add(where, opc_iadd)",True,True,UNKNOWN,f367e283f5f6c4531da34841ddd903d4
./data/AddExpression.java,198,"asm.add(where, opc_iadd)","asm.add(where, opc_iadd + type.TYPE_CODE_OFFSET)",True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,210,type.isType(TC_CLASS),"type.isType(TC_CLASS, TC_APPLET,,)",False,True,UNKNOWN,
./data/AddExpression.java,210,type.isType(TC_CLASS),!type.isType(TC_CLASS)) {,False,True,UNKNOWN,
./data/AddExpression.java,211,ctx,asm,False,True,UNKNOWN,
./data/AddExpression.java,212,false,true,True,True,VR,1d6b08e08c39ce4e4eb489a9cb1c83c6
./data/AddExpression.java,212,"right.codeAppend(env, ctx, asm, sbClass, false)","right.codeAppend(env, ctx, asm, sbClass, true)",True,True,VR,1d6b08e08c39ce4e4eb489a9cb1c83c6
./data/AddExpression.java,214,<FAILED>,<FAILED>,True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,219,type.isType(TC_CLASS),type.isTypeNot(TC_CLASS),False,True,UNKNOWN,
./data/AddExpression.java,219,<FAILED>,<FAILED>,True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,222,"left.equals("""")","!(left.equals(""""))",True,True,UNKNOWN,30a2455b7b498a560610e19bfcbc0a63
./data/AddExpression.java,222,"left.equals("""")","!(!left.equals(""""))",True,True,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,223,env,ctx,False,True,UNKNOWN,
./data/AddExpression.java,224,this.jclass.osprivate(),this.osprivate(),True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,225,return;,-;,False,True,UNKNOWN,
./data/AddExpression.java,227,"right.equals("""")",right.isEmpty(),False,True,UNKNOWN,
./data/AddExpression.java,227,<FAILED>,<FAILED>,True,False,UNKNOWN,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,228,true,false,True,False,VR,c963de68d55c6253fe0f97450ed237d7
./data/AddExpression.java,229,ensureString,ensureStringElseNull,False,True,UNKNOWN,
./data/AddExpression.java,230,return,break,False,True,UNKNOWN,
./data/AddExpression.java,234,idJavaLangStringBuffer,declarations.getClassDeclaration(idJavaLangStringBuffer),False,True,UNKNOWN,
./data/AddExpression.java,235,ctx.field,ctx.field.bytes,False,True,UNKNOWN,
./data/AddExpression.java,237,true,false,True,True,VR,b7f7754cf4f6688ee71fe65ce0959894
./data/AddExpression.java,237,true,false,True,True,VR,b7f7754cf4f6688ee71fe65ce0959894
./data/AddExpression.java,240,"sbClass.getClassDefinition(env).matchMethod(env,",null,False,True,UNKNOWN,
./data/AddExpression.java,243,asm,where,False,True,UNKNOWN,
./data/AddExpression.java,250,env,ctx,False,True,UNKNOWN,
./data/Appender.java,113,false,true,True,False,VR,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,113,;,},False,True,UNKNOWN,
./data/Appender.java,114,"m_completed = new HashMap<Step,Instances>(stepExecutionContext.size())","m_completed = new HashMap<Step, Instances>()",True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,115,"new HashMap<Step, File>()",m_tempBatchFiles,True,True,UNKNOWN,40609bade42c3a88465c5b6c3321a4fe
./data/Appender.java,116,null,new Object(),False,True,UNKNOWN,
./data/Appender.java,117,"new HashMap<Step, ObjectOutputStream>()","new HashMap<Step, ObjectOutputStream>(h_steps.size())",False,True,UNKNOWN,
./data/Appender.java,118,"new HashMap<Step, File>()","Collections.<Step, File>emptyMap()",False,True,UNKNOWN,
./data/Appender.java,119,new AtomicInteger(,*/,False,True,UNKNOWN,
./data/Appender.java,121,StepManager.CON_INSTANCE,StepManager.Instances,False,True,UNKNOWN,
./data/Appender.java,131,ArrayList<String>,List<String>,False,True,UNKNOWN,
./data/Appender.java,132,getStepManager().numIncomingConnections() == 0||getStepManager().numIncomingConnections() == 0 || getStepManager().numIncomingConnections() == 0,getStepManager().numIncomingConnections()==0,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,132,getStepManager().numIncomingConnections() == 0,getStepManager().numIncomingConnections() == 0 ?,False,True,UNKNOWN,
./data/Appender.java,132,<FAILED>,<FAILED>,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,132,getStepManager().numIncomingConnections() == 0,ObjectHelper.isEmpty(getStepManager().numIncomingConnections()),False,True,UNKNOWN,
./data/Appender.java,132,AutoFlushStep.boundaryBufferMain = getStepManager().numIncomingConnections() == 0 || getStepManager() == true;,getStepManager().numIncomingConnections() == 0 || getStepManager().numIncomingConnections();,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,133,StepManager.CON_INSTANCE,StepManager.CON_TYPE,False,True,UNKNOWN,
./data/Appender.java,133,(StepManager.CON_INSTANCE),* StepManager.CON_INSTANCE,False,True,UNKNOWN,
./data/Appender.java,132,getStepManager().numIncomingConnections() == 0,getStepManager(),False,True,UNKNOWN,
./data/Appender.java,132,getStepManager().numIncomingConnections() == 0,getStepManager().numIncomingConnections(),False,True,UNKNOWN,
./data/Appender.java,133,StepManager.CON_INSTANCE,StepDataInterface.STRING_LINE,False,True,UNKNOWN,
./data/Appender.java,132,getStepManager().numIncomingConnections() == 0 || getStepManager(),getStepManager().numIncomingConnections() <= 1 && getStepManager().numIncomingConnections() <= 1,False,True,UNKNOWN,
./data/Appender.java,132,getStepManager().numIncomingConnections() == 0,getStepManager().numIncomingConnections(),False,True,UNKNOWN,
./data/Appender.java,132,"""if(getStepManager().numIncomingConnections() == 0 || getStepManager()""","""if (getStepManager().numIncomingConnections() == 0 || getStepManager()""",True,False,VR,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,132,<FAILED>,<FAILED>,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,134,Arrays.asList(StepManager.CON_DATASET,StepManager.CON_DATASET,False,True,UNKNOWN,
./data/Appender.java,138,<FAILED>,<FAILED>,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,138,if (getStepManager().numIncomingConnections() == 0,if (getStepManager().numIncomingConnections() >= 0),False,True,UNKNOWN,
./data/Appender.java,138,""" if (getStepManager().numIncomingConnections() == 0 || getStepManager()""",""" if (getStepManager().numIncomingConnections() == 0 || getStepManager() )""",True,False,VR,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,138,getStepManager().numIncomingConnections() == 0 || getStepManager(),getStepManager().numIncomingConnections() > 0 || getStepManager(),True,True,OR,f6ba043ec78fe881c556e3d4e0c1a597
./data/Appender.java,138,getStepManager().numIncomingConnections() == 0,getStepManager(),False,True,UNKNOWN,
./data/Appender.java,139,> 0,< 0,True,True,OR,2cbbefd77cc4512b9e549a3fbdf1a594
./data/Appender.java,139,StepManager,StepManager.collectService,False,True,UNKNOWN,
./data/Appender.java,138,getStepManager().numIncomingConnections() == 0 || getStepManager(),getStepManager().numIncomingConnections() < 1 || getStepManager(),True,True,UNKNOWN,6b03a16571e3eb3b40a06f25f051941a
./data/Appender.java,138,getStepManager().numIncomingConnections() == 0 || getStepManager() != null && getStepManager().numIncomingConnections() == 0 || getStepManager() != null,getStepManager() != null && getStepManager().numIncomingConnections() != 0;,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,139,"""bad""",""":(""",True,False,VR,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,138,getStepManager().numIncomingConnections() == 0,iLoop < getStepManager().numIncomingConnections(),False,True,UNKNOWN,
./data/Appender.java,138,getStepManager().numIncomingConnections() == 0,getStepManager().numIncomingConnections() == 0 && getStepManager(),False,True,UNKNOWN,
./data/Appender.java,138,getStepManager().numIncomingConnections() == 0 || getStepManager(),getStepManager().numOutgoingDataConnections() == 0 || getStepManager(),False,True,UNKNOWN,
./data/Appender.java,138,if (getStepManager().numIncomingConnections() == 0 || getStepManager(),if (0 == getStepManager().numIncomingConnections() || getStepManager(),True,True,UNKNOWN,edb2d98ea65bf057afc68a24790ded48
./data/Appender.java,140,StepManager.CON_INSTANCE,StepManager.INSTANCE,False,True,UNKNOWN,
./data/Appender.java,143,result,String result,False,True,UNKNOWN,
./data/Appender.java,154,ArrayList<String>,ArrayList,True,True,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,157,StepManager.CON_INSTANCE,"StepManager.class.getSimpleName()+"".CON_INSTANCE""",True,True,UNKNOWN,5bb7dffefc13b34355b0db1556d5e239
./data/Appender.java,157,StepManager.CON_INSTANCE,StepManager.CON_INSTANCE_ALL,False,True,UNKNOWN,
./data/Appender.java,156,getStepManager() -> getStepManager(),getStepManager(),True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,156,getStepManager(),stepTO.isNoStatusUpdate() && chunkTO.isFailOnError(),False,True,UNKNOWN,
./data/Appender.java,157,(manager.numOutgoingConnectionsOfType(StepManager.CON_INSTANCE) > 0) || (manager.numIncomingConnectionsOfType(StepManager.CON_INSTANCE) > 0),manager.numOutgoingConnectionsOfType(StepManager.CON_INSTANCE) > 0,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,158,InstanceStatus.CONNECTED,InstanceStatus.RUNNING,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,160,"(Arrays.asList(StepManager.CON_DATASET,",Arrays.asList(,False,True,UNKNOWN,
./data/Appender.java,164,result,result - 1,False,True,UNKNOWN,
./data/Appender.java,175,m_isReset,m_isReset || !m_cc.setBlackSet(black),False,True,UNKNOWN,
./data/Appender.java,176,data.getConnectionName().equals(StepManager.CON_INSTANCE),StepManager.CON_INSTANCE,False,True,UNKNOWN,
./data/Appender.java,175,m_isReset,m_isReset && false,True,True,UNKNOWN,88f49a5a2aa510ce8d1f3d6350708467
./data/Appender.java,176,!data.getConnectionName().equals(StepManager.CON_INSTANCE),data.getConnectionName() != StepManager.CON_INSTANCE,True,True,UNKNOWN,c687633ee61a5a0adb38628885229bac
./data/Appender.java,177,getStepManager(),stepManager,False,True,UNKNOWN,
./data/Appender.java,178,isReset,m_isReset,False,True,UNKNOWN,
./data/Appender.java,178,m_isReset,false,False,True,VR,
./data/Appender.java,181,<FAILED>,<FAILED>,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,181,data.getConnectionName(),Step.CON_INSTANCE,False,True,UNKNOWN,
./data/Appender.java,182,data,ConfigurationKeys.PARQUET_INPUT_SCHEMA_KEY,False,True,UNKNOWN,
./data/Appender.java,184,m_streamingCountDown.get() == 0,m_streamingCountDown.get() == 0,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,184,<FAILED>,<FAILED>,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,184,m_streamingCountDown.get() == 0,m_streamingCountDown.get() == 1,True,True,VR,88f0a9fc3ab3b9f3b0babcc363c625fc
./data/Appender.java,184,<FAILED>,<FAILED>,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,184,m_streamingCountDown.get() == 0,m_streamingCountDown.get() != 0,True,True,OR,49c569d0eb30b294bc18cab9e1dea6ce
./data/Appender.java,186,m_streamingData,streamingData,False,True,UNKNOWN,
./data/Appender.java,187,getStepManager().transFinFinished(m_data);,getStepManager().transFinCount(m_data);,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,190,data,preparedStatement.executeBatch(),False,True,UNKNOWN,
./data/Appender.java,191,numIncomingConnections() + 1,getStepManager().numIncomingConnections() + 1,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,191,<FAILED>,<FAILED>,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,191,getStepManager().numIncomingConnections(),getStepManager().numIncomingConnections()+ 1,True,True,UNKNOWN,08a0253d00214b52d92fe0c43c43e307
./data/Appender.java,193,getStepManager(),getNextStep(),False,True,UNKNOWN,
./data/Appender.java,195,m_completed,m_bar,False,True,UNKNOWN,
./data/Appender.java,196,m_tempBatchFiles,resumeTableKey.m_tempBatchFiles,False,True,UNKNOWN,
./data/Appender.java,200,if (isStopRequested()){{,if (isStopRequested()){},True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,200,isStopRequested(),stopRequested,False,True,UNKNOWN,
./data/Appender.java,201,stepManager.interrupted();,getStepManager().interrupted();,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,203,m_completed.clear(),m_completed = null,True,True,UNKNOWN,f0fbb3a722fd0699e636658f343fbb42
./data/Appender.java,204,this.m_tempBatchFiles.clear(),m_tempBatchFiles = new ArrayList<File>(),True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,205,m_incrementalSavers,m_incrementalSavers.clear();,False,True,UNKNOWN,
./data/Appender.java,206,m_incrementalFiles,incrementalFiles,False,True,UNKNOWN,
./data/Appender.java,218,StepManager.CON_AUX_DATA_SET_NUM,StepManager.DATA_SET_NUMBER,False,True,UNKNOWN,
./data/Appender.java,218,data,data.getPayload().getSet(plate);,False,True,UNKNOWN,
./data/Appender.java,220,1,0,True,True,VR,0084f59bc3394386ff53383da0873c6c
./data/Appender.java,220,"data.getPayloadElement(StepManager.CON_AUX_DATA_MAX_SET_NUM, 1)","data.getPayloadElement(StepManager.CON_AUX_DATA_MAX_SET_NUM, 0)",True,True,VR,0084f59bc3394386ff53383da0873c6c
./data/Appender.java,221,insts.getHeader().getAttribute(attrIndex);,data.getPrimaryPayload().insts.getPayloadElement(payloadAttrIndex);,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,223,setNum > 1,maxSetNum > 1,True,True,UNKNOWN,6230d0f1a302022399a534297605c914
./data/Appender.java,223,setNum > 1 || maxSetNum > 1,((setNum) + (maxSetNum)) > 1,True,True,UNKNOWN,c9fcc41fff638bbd9bc37bc307a5d701
./data/Appender.java,223,(setNum > 1 || maxSetNum > 1) {{,(setNum > 1 || maxSetNum > 1) { {,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,223,setNum > 1 || maxSetNum > 1,(setNum > 1) || (maxSetNum > 1),True,True,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,223,setNum > 1 || maxSetNum > 1,!(setNum > 1 || maxSetNum > 1),True,True,UNKNOWN,3106411c4f5a3d5b8aee89644b57acd5
./data/Appender.java,223,setNum > 1 || maxSetNum > 1,setNum >= 1 && maxSetNum >= 1,True,True,UNKNOWN,4aecb89ee21d176e03002ed91037227a
./data/Appender.java,223,<FAILED>,<FAILED>,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,223,setNum > 1 || maxSetNum > 1,setNum >= 1 || maxSetNum <= 1,True,True,UNKNOWN,4f0e34109673668435bac1a1ae4e0974
./data/Appender.java,223,setNum > 1 || maxSetNum > 1,setNum <= 1 && maxSetNum <= 1,True,True,UNKNOWN,3106411c4f5a3d5b8aee89644b57acd5
./data/Appender.java,223,<FAILED>,<FAILED>,True,False,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,223,setNum > 1 || maxSetNum > 1,((setNum > 1) || (maxSetNum > 1)),True,True,UNKNOWN,39b02ffcff7279667ecc3f9dd7113ab9
./data/Appender.java,223,setNum > 1,maxSetNum > 1,True,True,UNKNOWN,6230d0f1a302022399a534297605c914
